ID	Zipcode	City	GSID	School Name	Grade Range	School Type	Grade Level	Alternative/Special	School Ratings	Median List Price	Median Sale Price	Median Single Family Home Value	Median 2-Bedroom Home Value	Median 3-Bedroom Home Value	Median 4-Bedroom Home Value	Median Condo Value	Median List Price Per Sq Ft	For Sale Link	Quality Score	Appreciation Score
130	94501	Alameda	14052	Alameda Science And Technology Institute	9-12	public	High	No	9	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
131	94501	Alameda	14	Frank Otis Elementary School	K-5	public	Elementary	No	9	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
132	94501	Alameda	12	Donald D. Lum Elementary School	K-5	public	Elementary	No	8	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
133	94501	Alameda	1	Alameda High School	9-12	public	High	No	7	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
134	94501	Alameda	6	Encinal High School	9-12	public	High	No	7	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
135	94501	Alameda	15	William G. Paden Elementary School	K-5	public	Elementary	No	7	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
136	94501	Alameda	17	Will C. Wood Middle School	6-8	public	Middle	No	6	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
137	94501	Alameda	16978	Ruby Bridges Elementary School	K-5	public	Elementary	No	6	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
138	94501	Alameda	8	Henry Haight Elementary School	K-5	public	Elementary	No	6	0	802800	845200	675200	860400	987900	503400	523	http://www.zillow.com/alameda-ca-94501/	41.664361	18.17840097
139	94502	Alameda	4	Amelia Earhart Elementary School	K-5	public	Elementary	No	10	0	760600	911300	636500	806600	1033500	628400	469	http://www.zillow.com/alameda-ca-94502/	69.47895	16.81009634
140	94502	Alameda	2	Bay Farm	K-8	public	Elementary, Middle	No	10	0	760600	911300	636500	806600	1033500	628400	469	http://www.zillow.com/alameda-ca-94502/	69.47895	16.81009634
141	94505	Discovery Bay	432	Discovery Bay Elementary School	K-5	public	Elementary	No	8	0	445700	546800	0	560300	539700	0	233	http://www.zillow.com/discovery-bay-ca-94505/	50.6973	7.169706641
142	94505	Discovery Bay	12431	Timber Point Elementary School	K-5	public	Elementary	No	7	0	445700	546800	0	560300	539700	0	233	http://www.zillow.com/discovery-bay-ca-94505/	50.6973	7.169706641
143	94506	Danville	553	Sycamore Valley Elementary School	K-5	public	Elementary	No	10	0	1197000	1270300	804500	916700	1244200	705800	428	http://www.zillow.com/danville-ca-94506/	47.695873	22.8432689
144	94506	Danville	554	Tassajara Hills Elementary School	K-5	public	Elementary	No	10	0	1197000	1270300	804500	916700	1244200	705800	428	http://www.zillow.com/danville-ca-94506/	47.695873	22.8432689
145	94506	Danville	11696	Diablo Vista Middle School	6-8	public	Middle	No	9	0	1197000	1270300	804500	916700	1244200	705800	428	http://www.zillow.com/danville-ca-94506/	47.695873	22.8432689
146	94508	Angwin	3509	Howell Mountain Elementary School	K-8	public	Elementary, Middle	No	3	802800	0	0	0	0	0	0	0	http://www.zillow.com/angwin-ca-94508/	77.308367	0
147	94509	Antioch	14855	East County Elementary Special Education School	K-12	public	Elementary, Middle, High	Yes	None	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
148	94509	Antioch	10884	Prospects High (Alternative) School	K-12	public	Elementary, Middle, High	Yes	None	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
149	94509	Antioch	16839	Bidwell Continuation High School	10-12	public	High	No	None	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
150	94509	Antioch	417	Live Oak High (Continuation) School	10-12	public	High	No	None	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
151	94509	Antioch	14067	Bridges School	9-12	public	High	No	None	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
152	94509	Antioch	421	Muir (John) Elementary School	K-5	public	Elementary	No	6	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
153	94509	Antioch	422	Park Middle School	5-9	public	Middle	No	4	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
154	94509	Antioch	409	Belshaw Elementary School	K-5	public	Elementary	No	4	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
155	94509	Antioch	407	Antioch High School	9-12	public	High	No	3	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
156	94509	Antioch	413	Fremont Elementary School	K-5	public	Elementary	No	3	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
157	94509	Antioch	415	Kimball Elementary School	K-5	public	Elementary	No	3	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
158	94509	Antioch	420	Mission Elementary School	K-5	public	Elementary	No	3	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
159	94509	Antioch	424	Turner Elementary School	PK-5	public	Elementary	No	3	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
160	94509	Antioch	408	Antioch Middle School	6-8	public	Middle	No	2	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
161	94509	Antioch	419	Marsh Elementary School	K-5	public	Elementary	No	1	0	303300	294400	195100	277200	343000	150600	189	http://www.zillow.com/antioch-ca-94509/	53.98283	2.74916915
162	94513	Brentwood	24800	Heritage Cccoe Special Education Programs School	K-12	public	Elementary, Middle, High	Yes	None	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
163	94513	Brentwood	446	La Paloma High (Continuation) School	9-12	public	High	No	None	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
164	94513	Brentwood	14850	Far East County Programs School	K-12	public	Elementary, Middle, High	No	None	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
165	94513	Brentwood	31105	Mary Casey Black Elementary	K-5	public	Elementary	No	None	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
166	94513	Brentwood	16965	Adams (J. Douglas) Middle School	6-8	public	Middle	No	9	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
167	94513	Brentwood	426	William B. Bristow Middle School	6-8	public	Middle	No	8	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
168	94513	Brentwood	429	Edna Hill Middle School	6-8	public	Middle	No	8	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
169	94513	Brentwood	14122	Heritage High School	9-12	public	High	No	8	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
170	94513	Brentwood	11922	Loma Vista Elementary School	K-5	public	Elementary	No	8	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
171	94513	Brentwood	12351	R. Paul Krey Elementary School	K-5	public	Elementary	No	8	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
172	94513	Brentwood	430	Ron Nunn Elementary School	K-5	public	Elementary	No	7	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
173	94513	Brentwood	425	Brentwood Elementary School	K-5	public	Elementary	No	6	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
174	94513	Brentwood	428	Garin Elementary School	K-5	public	Elementary	No	6	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
175	94513	Brentwood	14189	Marsh Creek Elementary School	K-5	public	Elementary	No	5	0	458300	480500	434600	407700	506300	0	220	http://www.zillow.com/brentwood-ca-94513/	25.83922	6.921942572
176	94514	Byron	14225	Delta Vista High School	7-12	public	Middle, High	No	None	475000	0	0	0	0	0	0	0	http://www.zillow.com/discovery-bay-ca-94514/	60.805664	0
177	94514	Byron	160	Mountain House Elementary School	K-8	public	Elementary, Middle	No	None	475000	0	0	0	0	0	0	0	http://www.zillow.com/discovery-bay-ca-94514/	60.805664	0
178	94514	Byron	433	Excelsior Middle School	6-8	public	Middle	No	7	475000	0	0	0	0	0	0	0	http://www.zillow.com/discovery-bay-ca-94514/	60.805664	0
179	94515	Calistoga	3508	Palisades High (Continuation) School	9-12	public	High	No	None	0	0	595600	529500	622500	0	0	420	http://www.zillow.com/calistoga-ca-94515/	60.307263	42.78213207
180	94515	Calistoga	3506	Calistoga Elementary School	K-6	public	Elementary	No	6	0	0	595600	529500	622500	0	0	420	http://www.zillow.com/calistoga-ca-94515/	60.307263	42.78213207
181	94515	Calistoga	3507	Calistoga Junior/Senior High School	7-12	public	Middle, High	No	4	0	0	595600	529500	622500	0	0	420	http://www.zillow.com/calistoga-ca-94515/	60.307263	42.78213207
182	94517	Clayton	484	Mt. Diablo Elementary School	K-5	public	Elementary	No	10	0	670900	717900	467200	612300	732300	474600	335	http://www.zillow.com/danville-ca-94517/	48.979296	15.72118139
183	94517	Clayton	469	Diablo View Middle School	6-8	public	Middle	No	9	0	670900	717900	467200	612300	732300	474600	335	http://www.zillow.com/danville-ca-94517/	48.979296	15.72118139
184	94518	Concord	13880	Diablo Community Day School	7-12	public	Middle, High	No	None	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
185	94518	Concord	508	Woodside Elementary School	K-5	public	Elementary	No	7	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
186	94518	Concord	471	El Monte Elementary School	K-5	public	Elementary	No	5	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
187	94518	Concord	511	Ygnacio Valley High School	9-12	public	High	No	4	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
188	94518	Concord	510	Ygnacio Valley Elementary School	K-5	public	Elementary	No	4	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
189	94518	Concord	488	Oak Grove Middle School	6-8	public	Middle	No	1	0	567100	594300	226700	523200	631600	0	337	http://www.zillow.com/concord-ca-94518/	39.040156	9.570361562
190	94519	Concord	468	Crossroads High (Continuation) School	9-12	public	High	No	None	0	438900	440000	321700	432000	474000	244300	319	http://www.zillow.com/concord-ca-94519/	72.768129	8.217598658
191	94519	Concord	489	Olympic Continuation High School	9-12	public	High	No	None	0	438900	440000	321700	432000	474000	244300	319	http://www.zillow.com/concord-ca-94519/	72.768129	8.217598658
192	94519	Concord	482	Monte Gardens Elementary School	K-5	public	Elementary	No	10	0	438900	440000	321700	432000	474000	244300	319	http://www.zillow.com/concord-ca-94519/	72.768129	8.217598658
193	94519	Concord	509	Wren Avenue Elementary School	K-5	public	Elementary	No	4	0	438900	440000	321700	432000	474000	244300	319	http://www.zillow.com/concord-ca-94519/	72.768129	8.217598658
194	94519	Concord	12589	Sunrise (Special Education) School	K-5	public	Elementary	Yes	1	0	438900	440000	321700	432000	474000	244300	319	http://www.zillow.com/concord-ca-94519/	72.768129	8.217598658
195	94520	Concord	12496	Floyd I. Marchus School	K-12	public	Elementary, Middle, High	No	5	0	368800	394500	0	380600	432100	191200	295	http://www.zillow.com/concord-ca-94520/	21.122564	5.209280219
196	94520	Concord	485	Mt. Diablo High School	9-12	public	High	No	4	0	368800	394500	0	380600	432100	191200	295	http://www.zillow.com/concord-ca-94520/	21.122564	5.209280219
197	94520	Concord	464	Cambridge Elementary School	K-5	public	Elementary	No	3	0	368800	394500	0	380600	432100	191200	295	http://www.zillow.com/concord-ca-94520/	21.122564	5.209280219
198	94520	Concord	481	Meadow Homes Elementary School	K-5	public	Elementary	No	3	0	368800	394500	0	380600	432100	191200	295	http://www.zillow.com/concord-ca-94520/	21.122564	5.209280219
199	94520	Concord	502	Sun Terrace Elementary School	PK-5	public	Elementary	No	2	0	368800	394500	0	380600	432100	191200	295	http://www.zillow.com/concord-ca-94520/	21.122564	5.209280219
200	94523	Pleasant Hill	10887	Horizons Alternative School	K-12	public	Elementary, Middle, High	Yes	None	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
201	94523	Pleasant Hill	15038	Contra Costa County Rop School	9-12	public	High	No	None	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
202	94523	Pleasant Hill	493	Prospect High (Continuation) School	9-12	public	High	No	None	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
203	94523	Pleasant Hill	26589	Pleasant Hill Education Center	K-2	public	Elementary	No	None	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
204	94523	Pleasant Hill	500	Strandwood Elementary School	K-5	public	Elementary	No	10	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
205	94523	Pleasant Hill	497	Sequoia Middle School	6-8	public	Middle	No	8	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
206	94523	Pleasant Hill	466	College Park High School	9-12	public	High	No	8	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
207	94523	Pleasant Hill	491	Pleasant Hill Elementary School	K-5	public	Elementary	No	8	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
208	94523	Pleasant Hill	503	Valhalla Elementary School	K-5	public	Elementary	No	8	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
209	94523	Pleasant Hill	505	Valley View Middle School	6-8	public	Middle	No	6	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
210	94523	Pleasant Hill	476	Gregory Gardens Elementary School	K-5	public	Elementary	No	5	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
211	94523	Pleasant Hill	472	Fair Oaks Elementary School	PK-5	public	Elementary	No	3	0	588100	676900	428800	593400	781700	431400	398	http://www.zillow.com/pleasant-hill-ca-94523/	23.878078	12.42579276
212	94526	Danville	539	Del Amigo High (Continuation) School	7-12	public	Middle, High	No	None	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
213	94526	Danville	545	Los Cerros Middle School	6-8	public	Middle	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
214	94526	Danville	557	Charlotte Wood Middle School	6-8	public	Middle	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
215	94526	Danville	547	Monte Vista High School	9-12	public	High	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
216	94526	Danville	535	John Baldwin Elementary School	K-5	public	Elementary	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
217	94526	Danville	546	Montair Elementary School	K-5	public	Elementary	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
218	94526	Danville	556	Vista Grande Elementary School	K-5	public	Elementary	No	10	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
219	94526	Danville	551	San Ramon Valley High School	9-12	public	High	No	9	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
220	94526	Danville	542	Green Valley Elementary School	K-5	public	Elementary	No	9	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
221	94526	Danville	543	Greenbrook Elementary School	K-5	public	Elementary	No	9	0	950500	1119000	646300	888100	1141000	651000	493	http://www.zillow.com/danville-ca-94526/	19.807053	20.42770476
222	94531	Antioch	12439	Dallas Ranch Middle School	6-8	public	Middle	No	6	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
223	94531	Antioch	24717	Dozier-Libbey Medical High School	9-12	public	High	No	6	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
224	94531	Antioch	12438	Lone Tree Elementary School	K-5	public	Elementary	No	6	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
225	94531	Antioch	412	Deer Valley High School	9-12	public	High	No	5	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
226	94531	Antioch	11692	Diablo Vista Elementary School	K-5	public	Elementary	No	5	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
227	94531	Antioch	411	Black Diamond Middle School	6-8	public	Middle	No	4	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
228	94531	Antioch	14435	Carmen Dragon Elementary School	K-5	public	Elementary	No	4	0	366800	378100	0	333100	388700	0	178	http://www.zillow.com/antioch-ca-94531/	56.233781	3.741038657
229	94536	Fremont	12629	California School For The Blind	K-1	public	Elementary	No	None	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
230	94536	Fremont	98	Parkmont Elementary School	K-6	public	Elementary	No	10	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
231	94536	Fremont	101	Thornton Junior High School	7-8	public	Middle	No	9	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
232	94536	Fremont	71	Brookvale Elementary School	K-6	public	Elementary	No	9	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
233	94536	Fremont	91	John G. Mattos Elementary School	K-6	public	Elementary	No	9	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
234	94536	Fremont	96	Niles Elementary School	K-6	public	Elementary	No	9	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
235	94536	Fremont	97	Oliveira Elementary School	K-6	public	Elementary	No	9	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
236	94536	Fremont	66	American High School	9-12	public	High	No	8	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
237	94536	Fremont	78	Glenmoor Elementary School	K-6	public	Elementary	No	8	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
238	94536	Fremont	73	Centerville Junior High	7-8	public	Middle	No	7	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
239	94536	Fremont	106	Washington High School	9-12	public	High	No	7	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
240	94536	Fremont	102	Vallejo Mill Elementary School	K-6	public	Elementary	No	7	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
241	94536	Fremont	89	Tom Maloney Elementary School	K-6	public	Elementary	No	7	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
242	94536	Fremont	99	Patterson Elementary School	K-6	public	Elementary	No	7	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
243	94536	Fremont	72	Cabrillo Elementary School	K-6	public	Elementary	No	6	0	749500	814000	471300	748500	874600	462000	485	http://www.zillow.com/fremont-ca-94536/	54.490005	14.97834097
244	94538	Fremont	10865	Vista Alternative School	7-12	public	Middle, High	Yes	None	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
245	94538	Fremont	100	Robertson High (Continuation) School	9-12	public	High	No	None	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
246	94538	Fremont	15031	Mission Valley Rocp School	9-12	public	High	No	None	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
247	94538	Fremont	84	John M. Horner Junior High School	7-8	public	Middle	No	9	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
248	94538	Fremont	85	Irvington High School	9-12	public	High	No	9	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
249	94538	Fremont	80	Harvey Green Elementary School	K-6	public	Elementary	No	9	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
250	94538	Fremont	82	O. N. Hirsch Elementary School	K-6	public	Elementary	No	9	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
251	94538	Fremont	92	Steven Millard Elementary School	K-6	public	Elementary	No	8	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
252	94538	Fremont	68	Joseph Azevada Elementary School	K-6	public	Elementary	No	7	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
253	94538	Fremont	70	Brier Elementary School	K-6	public	Elementary	No	7	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
254	94538	Fremont	76	J. Haley Durham Elementary School	K-6	public	Elementary	No	7	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
255	94538	Fremont	86	John F. Kennedy High School	9-12	public	High	No	6	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
256	94538	Fremont	103	G. M. Walters Junior High School	7-8	public	Middle	No	5	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
257	94538	Fremont	69	John Blacow Elementary School	K-6	public	Elementary	No	5	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
258	94538	Fremont	81	E. M. Grimmer Elementary School	K-6	public	Elementary	No	5	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
259	94538	Fremont	12297	California School For The Deaf-Fremont	PK-12	public	Elementary, Middle, High	No	2	0	679400	726800	461000	689300	781300	486800	508	http://www.zillow.com/fremont-ca-94538/	37.840641	12.71620623
260	94541	Hayward	305	Royal Sunset (Continuation) School	7-12	public	Middle, High	No	None	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
261	94541	Hayward	109	Brenkwitz High School	9-12	public	High	No	None	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
262	94541	Hayward	121	Hayward High School	9-12	public	High	No	None	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
263	94541	Hayward	111	Burbank Elementary School	K-6	public	Elementary	No	7	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
264	94541	Hayward	122	Faith Ringgold School of Arts and Science	K-8	public	Elementary, Middle	No	5	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
265	94541	Hayward	17040	East Bay Arts High School	9-12	public	High	No	3	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
266	94541	Hayward	315	Lorenzo Manor Elementary School	K-5	public	Elementary	No	3	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
267	94541	Hayward	114	East Avenue Elementary School	K-6	public	Elementary	No	3	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
268	94541	Hayward	307	Colonial Acres Elementary School	K-5	public	Elementary	No	2	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
269	94541	Hayward	113	Cherryland Elementary School	K-6	public	Elementary	No	2	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
270	94541	Hayward	118	Fairview Elementary School	K-6	public	Elementary	No	2	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
271	94541	Hayward	125	Longwood Elementary School	K-6	public	Elementary	No	2	0	438100	487000	403400	470000	601900	401500	348	http://www.zillow.com/hayward-ca-94541/	61.06058	6.770320358
272	94544	Hayward	16834	Alternative Learning Academy At Conley-Caraballo High	9-12	public	High	Yes	None	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
273	94544	Hayward	10863	Alameda County Opportunity School	7-12	public	Middle, High	No	None	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
274	94544	Hayward	16833	Core Learning Academy At Conley-Caraballo High	9-12	public	High	No	None	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
275	94544	Hayward	13988	Alameda County Community	K-12	public	Elementary, Middle, High	No	None	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
276	94544	Hayward	138	Treeview Elementary	K-6	public	Elementary	No	None	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
277	94544	Hayward	168	Hillview Crest Elementary School	K-5	public	Elementary	No	4	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
278	94544	Hayward	117	Eldridge Elementary School	K-6	public	Elementary	No	4	0	459500	471800	368600	455200	590900	0	367	http://www.zillow.com/hayward-ca-94544/	45.204053	6.796524436
