5410,Blackford Elementary School,K-5,charter,95125
10858,Redwood Christian Schools-Crossroads,K-6,private,94546
8154,Notre Dame Elementary School,K-8,private,94002
15824,Liber Academy of Hayward,1-12,private,94542
30950,Nexus Academy,K-2,public,94947
31756,Associated Learning & Language Specialists,PK-3,private,94065
15540,Pacific Rim International,K-6,private,94608
5499,Lynbrook High School,9-12,public,95129
14068,Lincoln Plus High School,10-12,public,95126
6990,Monte Verde Elementary School,K-5,public,94066
6430,San Francisco Community Alternative School,K-8,public,94112
16740,American Muslim Academy,K-11,private,94954
31584,Legend College Preparatory,9-12,private,95014
178,Louis Milani Elementary School,K-6,public,94560
17395,Calvary Chapel Christian Academy,K-12,private,95401
9386,Ring Mountain Day School,K-8,private,94941
6550,John R. Williams School,K-6,public,95207
6647,Stagg Senior High School,9-12,public,95207
10489,Middletown Christian School,K-12,private,95461
11914,James Dougherty Elementary School,K-5,public,94568
9104,Sacred Heart School,K-8,private,95070
31141,Gateway To College Academy,9-12,charter,94954
8889,Synergy School,K-8,private,94110
6561,Houston School,K-8,public,95220
5606,Duveneck Elementary School,K-5,public,94303
6907,Spring Valley Elementary School,K-5,public,94030
25235,Independent Study Program School,K-8,public,94043
11156,Liberty High (Alternative) School,6-12,public,95123
31679,Gavin Academy,K-12,private,94111
24681,Ace Charter School,5-8,charter,95116
16675,Live Oak Academy,1-12,private,95050
8100,Immaculate Conception Academy,9-12,private,94110
17359,Muhammad University of Islam,K-12,private,94124
7039,Healdsburg Elementary School,K-5,public,95448
17004,Stonebrae Elementary School,K-6,public,94542
16711,Sonlight Academy,1-12,private,95006
26346,Creative Learning Center,K-12,private,94024
5448,D. J. Sedgwick Elementary School,PK-5,public,95014
31587,Munchkin Academy And Advancing Minds,K-12,private,95132
16663,Christ The King Academy,1-12,private,95132
6933,North Star Academy,3-8,public,94062
26607,Primary Years Academy,K-6,charter,95204
25018,S.F. International High School,9-12,public,94110
7047,Liberty Elementary School,1-6,charter,94952
26355,Legacy Christian School,K-11,private,95123
3461,San Ramon Elementary School,K-5,public,94945
6669,South/West Park Elementary School,K-5,public,95376
6350,Chinese Education Center,K-5,public,94111
7140,Windsor Middle School,6-8,public,95492
3516,Donaldson Way Elementary School,K-5,public,94589
9594,Belmont Oaks Academy,K-5,private,94002
5421,Sherman Oaks Elementary School,K-6,charter,95128
5545,P. A. Walsh Elementary School,PK-6,public,95037
9661,Delphi Academy San Francisco Bay,K-8,private,95051
6394,Lilienthal (Claire) Elementary School,K-8,public,94123
14852,Central County Special Education Programs School,K-12,public,94507
11696,Diablo Vista Middle School,6-8,public,94506
9324,New Vistas Christian School,3-12,private,94553
104,Warm Springs Elementary School,3-6,public,94539
17111,Wilhelmina Henry Elementary School,K-8,public,95215
26432,Yu Ming Charter School,K-5,charter,94608
6911,Belle Haven Elementary School,K-8,public,94025
6946,Central Middle School,5-8,public,94070
31227,Montessori School Of Centerville,K-3,private,94536
304,Bay Elementary School,K-5,public,94580
13629,Leadership Public Schools - San Jose,9-12,charter,95122
15853,Contra Costa Christian Academy,1-5,private,94803
16609,Pilgrim West Academy,1-12,private,95240
22367,Kindercare Learning Center,K,private,95118
25559,Stratford School - Pleasanton,PK-5,private,94588
14616,Sonoma County Alternative Education Programs School,K-12,public,95403
6935,Selby Lane Elementary School,K-8,public,94027
24015,Bear Hollow School,K-12,private,94306
4605,Estrellita Continuation High School,9-12,public,95632
5463,Piedmont Hills High School,9-12,public,95132
483,Mountain View Elementary School,K-5,public,94521
6645,Rio Calaveras Elementary School,K-8,public,95210
15009,Metro Education District School,11-12,public,95136
16616,Vineyard Christian Middle School,6-8,private,95242
26290,Fusion Academy - San Francisco,6-12,private,94133
11871,Canoas Elementary School,K-5,public,95125
173,Bridgepoint High (Continuation) School,9-12,public,94560
12505,Lovonya Dejean Middle School,7-8,public,94805
31018,San Francisco Waldorf High School,9-12 & ungraded,private,94127
8660,Ripon Christian School,K-12,private,95366
15105,St. Andrew Missionary Baptist,K-4, 6-8, 10,private,94612
7092,Altimira Middle School,6-8,public,95476
516,Vintage Parkway Elementary School,K-5,public,94561
25855,Stellar Preparatory High School,9,private,94541
30824,Brookside Upper,K-5,public,94960
6634,Hoover Elementary School,K-8,public,95204
8202,Christ The King Elementary School,K-8,private,94523
6949,White Oaks Elementary School,K-4,charter,94070
80,Harvey Green Elementary School,K-6,public,94538
17387,Brightpath,K-12,private,95060
50,Proctor Elementary School,K-5,public,94546
16607,North Valley School-Lodi,2-12,private,95240
12092,Live Oak Charter School,K-8,charter,94952
30965,Cameron,K-2,public,94530
12463,College Preparatory And Architecture Academy,9-12,public,93601
13053,Olympia Institute,6-11,private,94118
24204,Children's House-A Montessori School,PK-4,private,95023
12456,Covington Elementary School,K-6,public,94024
7053,Oak Grove Elementary School,K,public,95472
31090,River Islands Technology Academy,K-6,charter,95330
179,E. L. Musick Elementary School,K-6,public,94560
8246,St. Bede Catholic School,K-8,private,94544
10017,Dainty Center/Willow Wood School,K-6,private,94513
25860,Vita Academy,1-6,private,94546
17115,Fred T. Korematsu Discovery Academy,K-5,public,94603
5488,Los Arboles Elementary School,K-3,public,95111
11283,The Bridge School,PK-8,private,94010
8424,St. Eugene Cathedral School,K-8,private,95405
6573,Parklane Elementary School,K-3,public,95210
291,Bancroft Middle School,6-8,public,94577
9106,Queen Of Apostles School,K-8,private,95129
5688,Schallenberger Elementary School,K-5,public,95125
500,Strandwood Elementary School,K-5,public,94523
8143,St. Raymond's,PK-8,private,94025
5732,Alianza Charter School,K-8,charter,95076
31576,Athena Academy,1-8,private,94306
7017,Monte Vista Elementary School,K-5,public,94928
6656,George Washington Elementary School,K-8,public,95203
7042,Marce Becerra Academy,9-12,public,95448
31553,World Changers Academy,K-12,private,95366
6635,Kennedy Elementary School,K-8,public,95210
9100,Catholic Academy of Sunnyvale,PK-8,private,94086
24625,Leadership Public Schools - Hayward,9-12,charter,94545
17664,Conservatory of Vocal/Instrumental Arts School,1-8,charter,94619
5409,Sartorette Charter School,K-5,charter,95124
16725,The Beal Academy,8-12,private,94591
4935,R. O. Hardin Elementary School,K-6,public,95023
408,Antioch Middle School,6-8,public,94509
26597,Tule Elk Park Children Center,K-2,public,94123
16699,Stratford Middle School,6-8,private,95124
7125,Rincon Valley Middle School,7-8,public,95409
251,Piedmont Avenue Elementary School,K-5,public,94611
7126,Santa Rosa High School,9-12,public,95401
22465,South Valley Childrens Center A,K-5,private,95124
6418,Ortega (Jose) Elementary School,K-5,public,94132
6547,Don Riggio,K-8,public,95219
449,John Swett Elementary School,K-5,public,94553
5666,Graystone Elementary School,K-5,public,95120
12070,Crittenden Middle School,6-8,public,94043
5561,Gussie M. Baker Elementary School,K-5,public,95130
4944,Southside Elementary School,K-8,public,95023
9282,Santa Cruz Waldorf School,PK-8,private,95060
12279,Monterey Coast Preparatory School,6-12,private,95060
16632,Daytop Preparatory,8-12,private,94061
8690,Lick-Wilmerding High School,9-12,private,94112
9563,Adda Clevenger School,K-8,private,94110
5655,Rachel Carson Elementary School,K-5,public,95136
17141,Legacy Academy,1-12,private,94523
6526,Collegeville Elementary School,K-5,public,95215
6366,Flynn (Leonard R.) Elementary School,K-5,public,94110
6917,Green Oaks Academy,K-5,public,94303
31561,Kiddie Garden Pre School,K,private,94063
17684,Santa Rosa Charter School For The Arts,K-8,charter,95404
5438,John F. Kennedy Middle School,6-8,public,95014
31228,Muhammad Institute Of Islam,K-10,private,94602
15202,Esther B. Clark School,2-10,private,94304
6554,Clairmont Elementary School,K-6,public,95210
9163,Tehiyah Day School,K-8,private,94530
14161,Ronald E. Mcnair High School,9-12,public,95210
9799,Mulberry School,K-5,private,95032
23086,Stinson Beach Montessori School,n/a,private,94970
8851,Achieve, Inc. School,K-12,private,94303
7067,Olivet Elementary Charter School,K-6,charter,95401
9312,Kimber Hills Academy,K-8,private,94539
6912,Ronald Mcnair Academy,6-8,public,94303
465,Clayton Valley High School,9-12,public,94521
31240,Home Schooling,K-12,private,94565
7120,Midrose High School,9-12,public,95407
6431,Sheridan Elementary School,K-5,public,94112
23792,Benham Academy,K-12,private,94598
9588,Aurora School,K-5,private,94618
15186,Candell's College Preparatory Academy,K-12,private,94605
11183,Kid Street Learning Center Charter School,K-6,charter,95401
27296,Healdsburg Charter School,K-5,charter,95448
12297,California School For The Deaf-Fremont,PK-12,public,94538
15114,Kolbe Academy,K-12,private,94559
6615,Ripon Elementary School,K-8,public,95366
8517,Calvary Lutheran Elementary School,PK-8,private,94580
8145,St. Patrick School,K-8,private,94939
78,Glenmoor Elementary School,K-6,public,94536
26507,Indigo Program,K-8,public,95123
24644,Lathrop High School,9-12,public,95330
16680,Our Mother of Peace Montessori,K-4,private,94087
17494,Oakland Charter High School,9-12,charter,94607
31170,Connexions Academy,9-10,public,95035
12369,Sutherland Learning Opportunity Community Day School,3-6,public,95210
15171,Challenger - Strawberry Park,K-8,private,95129
9500,Sonoma Country Day School,K-8,private,95403
15030,Eden Area Rop School,10-12,public,94545
16225,Faith Christian School,K-12,private,95039
11697,Coyote Creek Elementary School,K-5,public,94582
17493,American Indian Public Charter School Ii,K-8,charter,94607
5456,Independence High School,9-12,public,95133
8133,St. Gregory,K-8,private,94403
8324,St Vincent Ferrer School,PK-8,private,94590
11542,Katherine Michiels School,PK-5,private,94110
8152,Our Lady Of Angels Elementary School,K-8,private,94010
3287,Echo Valley Elementary School,K-6,public,93907
24030,Trust Primary School,K-1,private,95129
5714,Guadalupe Elementary School,K-5,public,95120
10644,Apostles Lutheran,K-12,private,95123
8437,St. Bernard's Catholic Elementary School,K-8,private,95376
9151,Galt Christian School,K-8,private,95632
6452,Wells (Ida B.) High School,9-12,public,94117
11852,Weber Institute,9-12,public,95203
5541,Martin Murphy Middle School,7-8,public,95139
5526,Daves Avenue Elementary School,K-5,public,95030
5748,Pajaro Middle School,6-8,public,95076
24793,Five Keys Adult School (Sf Sheriff's),9-12,charter,94107
30955,Castlemont High,9-12,public,94605
8230,Holy Spirit Elementary School,K-8,private,94536
5610,Greendell School,K-5,public,94303
23800,Royal Oaks Academy,1-12,private,94565
8679,Head-Royce School,K-12,private,94602
25852,Peaceful Learning School,K-12,private,94545
10651,All Saints Catholic School,PK-8,private,94541
23798,New Jerusalem,K-12,private,94565
14,Frank Otis Elementary School,K-5,public,94501
3471,Bayside Martin Luther King Jr. Academy,K-8,public,94965
31559,Compass High School,9-10,private,94065
25838,E.M. University of Science & Technology School,K-12,private,94607
451,Vicente Martinez High School,9-12,public,94553
13257,Early Bird Montessori School,PK-1,private,94546
10007,Notre Dame High School,9-12,private,94002
5695,Williams Elementary School,K-5,public,95120
11314,Northern Light School,PK-8,private,94605
14606,Gateway School,7-12,public,95476
8205,St. Bernard School,K-8,private,94621
9696,German-American International School,PK-12,private,94025
560,Murwood Elementary School,K-5,public,94596
79,John Gomes Elementary School,K-6,public,94539
7143,Wright Charter School,K-8,charter,95407
15297,Russian American International School,K-8,private,94121
5453,Foothill High School,11-12,public,95127
24010,Lydian Academy,7-12,private,94025
6860,North Hillsborough School,K-5,public,94010
6846,Burlingame Intermediate School,6-8,public,94010
26400,Redwood Legacy Christian School Private School Satellite Program,K-12,private,95404
563,Walnut Heights Elementary School,K-5,public,94596
98,Parkmont Elementary School,K-6,public,94536
7028,Geyserville Elementary School,K-5,public,95441
9593,Beechwood School,K-8,private,94025
31759,Summit K2 Public School,7-12,charter,94530
6604,George Mcparland Elementary School,K-8,public,95336
6602,Lincoln Elementary School,K-8,public,95336
11688,Phoebe Apperson Hearst Elementary School,K-5,public,94566
435,Carquinez Middle School,6-8,public,94525
6918,Brentwood Academy,K-5,public,94303
16833,Core Learning Academy At Conley-Caraballo High,9-12,public,94544
25236,Mvwsd Home & Hospital,K-8,public,94043
5384,Ben Painter Elementary School,PK-8,public,95133
120,Harder Elementary School,K-6,public,94544
11882,Angelo Rodriguez High School,9-12,public,94534
6610,New Hope Elementary School,K-8,public,95686
9871,San Francisco Day School,K-8,private,94118
15368,Sacred Heart Nativity School,6-8,private,95110
8209,Saint Jarlath School,K-8,private,94602
17140,Applied Scholastics Academy, East Bay,K-12,private,94501
6994,Skyline Elementary School,K-5,public,94015
25874,Fusion Academy--Walnut Creek,6-12,private,94597
610,Shannon Elementary School,K-6,public,94564
5694,Washington Elementary School,K-5,public,95110
455,Camino Pablo Elementary School,K-5,public,94556
536,Bollinger Canyon Elementary School,K-5,public,94583
73,Centerville Junior High,7-8,public,94536
9057,Tracy Seventh-Day Adventist Christian,K-8,private,95376
12246,Mary Collins School at Cherry Valley,K-8,charter,94952
12238,Escuela Popular Accelerated Family Learning School,K-12,charter,95127
16659,Carden Day School Of San Jose,K-8,private,95125
26482,Santa Rosa French-American Charter (Srfacs),K-8,charter,95405
8253,St. Philip Neri Elementary School,PK-8,private,94501
6360,Drew (Charles) College Preparatory Academy,K-5,public,94124
129,Anthony W. Ochoa Middle School,7-8,public,94545
9382,Brandeis Hillel Day School,K-8,private,94903
599,Nystrom Elementary School,K-6,public,94804
31749,Halstrom Academy - Walnut Creek,6-12,private,94596
17,Will C. Wood Middle School,6-8,public,94501
7041,Healdsburg Junior High School,6-8,public,95448
6598,Great Valley Elementary School,K-8,public,95206
23895,Grace Academy of Napa Valley,1-12,private,94558
17037,United For Success Academy,6-8,public,94601
9111,Five Wounds School,K-8,private,95116
585,Lupine Hills Elementary School,K-5,public,94547
9247,Calvary Christian,K-12,private,95023
31247,Singing Stones School,K-1,private,94526
3289,Elkhorn Elementary School,K-6,public,95012
11493,San Francisco City Academy,K-8,private,94102
9222,Marin Primary And Middle School,K-8,private,94939
281,Fairlands Elementary School,K-5,public,94588
5567,George C. Payne Elementary School,K-5,public,95130
3477,Tomales High School,9-12,public,94971
5504,Eliot Elementary School,K-5,public,95020
3517,El Centro Elementary School,K-5,public,94558
5594,Miner (George) Elementary School,K-6,public,95123
12248,Technology High School,9-12,public,94928
11850,Joseph Widmer, Jr., Elementary School,K-8,public,95330
10332,Redwood Day School,K-8,private,94602
5544,San Martin/Gwinn Elementary School,K-6,public,95046
3508,Palisades High (Continuation) School,9-12,public,94515
13417,First Covenant Treehouse Preschool & Kindergarten,K,private,94619
10628,Mount Tamalpais School,K-8,private,94941
12373,Julia Morgan Elementary School,K-6,public,95209
6667,North Elementary School,K-8,public,95376
194,Chabot Elementary School,K-5,public,94618
13876,Santa Cruz County Court School,7-12,public,95060
9818,Ronald C. Wornick Jewish Day School,K-8,private,94404
569,Coronado Elementary School,K-6,public,94804
6928,John Gill Elementary School,K-5,public,94062
6974,College Park Elementary School,K-5,public,94401
7097,Prestwood Elementary School,K-5,public,95476
31533,Golden Bridges School,K,private,94110
9090,St. Lucy Parish School,PK-8,private,95008
14317,Ansel Adams School,K-6,public,95212
603,Peres Elementary School,K-6,public,94801
7029,Geyserville Educational Park High School,9-12,public,95441
8521,Saint Andrew's Episcopal School,PK-8,private,95070
7076,Petaluma Junior High School,7-8,public,94952
13265,Phoenix NPS / Rebekah Children's Services School,4-12,private,95020
589,Kensington Elementary School,K-6,public,94708
13756,City Arts And Tech High School,9-12,charter,94112
8797,The Laurel School,K-8,private,94118
3506,Calistoga Elementary School,K-6,public,94515
25599,Credo High School,9-12,charter,94928
6574,Plaza Robles Continuation High School,9-12,public,95209
6873,Franklin Delano Roosevelt Elementary School,K-6,public,94015
3259,Lagunita Elementary School,K-8,public,93907
17421,The Healdsburg School,K-8,private,95448
31534,La Scuola Internazionale Di San Francisco,K-2,private,94107
6560,Heritage Elementary School,K-6,public,95240
13785,S.F. County Civic Center Secondary,6-12,public,94102
8216,Salesian High School,9-12,private,94804
11164,Ark Independent Studies School,9-12,public,95062
529,Pittsburg Senior High School,9-12,public,94565
6666,Monte Vista Middle School,6-8,public,95376
7124,Ridgway High (Continuation) School,9-12,public,95401
6364,Fairmount Elementary School,K-5,public,94131
6541,Tully C. Knoles School,K-8,public,95207
9,Island High (Continuation) School,9-12,public,94501
8726,Keith Thompson School,3-8,private,95024
5639,Marian A. Peterson Middle School,6-8,public,94087
8217,Assumption School,K-8,private,94578
463,Bel Air Elementary School,K-5,public,94565
11155,Ledesma (Rita) Elementary School,K-6,public,95138
5704,Ellis Elementary School,K-5,public,94086
10126,Spectrum Center-Camden,K-12,private,94605
4940,Spring Grove Elementary School,K-8,public,95023
6951,Menlo-Atherton High School,9-12,public,94025
26676,Anchor Education,3-12,private,94577
16757,Sierra School of Sonoma County,5-12,private,94928
6593,Joshua Cowell Elementary School,K-8,public,95336
11004,Napa County Opportunity School,K-8,public,94559
24794,Five Keys Independence High School (Sf Sheriff's),9-12,charter,94107
17371,Anchorpoint Christian School,7-12,private,95020
25873,Discovery Christian School,K-12,private,94513
17622,New Haven Community Day,6-12 & ungraded,public,94587
111,Burbank Elementary School,K-6,public,94541
6601,Lathrop Elementary School,K-8,public,95330
583,Harding Elementary School,K-6,public,94530
15353,Women Helping All People Scholastic Academy,K-8,private,94965
15872,Tobinworld Ii,K-12,private,94509
5429,L. P. Collins Elementary School,K-5,public,95014
577,Ellerhorst Elementary School,K-6,public,94564
15825,Liberty School,1-12,private,94552
5418,Monroe Middle School,5-8,charter,95128
5643,Scott Lane Elementary School,K-5,public,95050
6978,Hillsdale High School,9-12,public,94403
14177,Lake County International Charter School,K-8,charter,95461
5442,Joaquin Miller Middle School,6-8,public,95129
12552,George W. Bush Elementary School,K-8,public,95212
22630,Learn And Play Montessori School,PK-1,private,94568
12,Donald D. Lum Elementary School,K-5,public,94501
10288,Montessori Children's House,PK-5,private,95204
234,Madison Park Academy 6-12,6-12,public,94603
5735,Aptos Junior High School,7-8,public,95003
14476,Mark West Charter School,K-8,charter,95403
11481,Purple Lotus Buddhist School,K-12,private,94587
5445,Chester W. Nimitz Elementary School,K-5,public,94087
17490,Edward C. Merlo Institute Of Environmental Studies,9-12,public,95206
5493,Stonegate Elementary School,K-6,public,95121
53,Vannoy Elementary School,K-5,public,94546
6909,Corte Madera School,4-8,public,94028
6906,Meadows Elementary School,PK-5,public,94030
6947,San Carlos Charter Learning Center,K-8,charter,94070
6575,Erma B. Reese Elementary School,K-6,public,95242
24040,D.E.P. Academy,K-12,private,95401
31700,AltSchool Fort Mason,PK-8,private,94123
8108,Sacred Heart Cathedral Preparatory,9-12,private,94109
24803,Aspire East Palo Alto Phoenix Academy,7-12,charter,94303
24142,Alsion Montessori Middle / High School,7-12,private,94539
23780,Baywood Learning Center,K-12,private,94619
24011,Mills Montessori School,K-5,private,94080
7019,Thomas Page Academy,K-8,public,94931
5755,Watsonville High School,9-12,public,95076
11922,Loma Vista Elementary School,K-5,public,94513
8837,North Hills Christian School,K-12,private,94591
8420,St. Francis Solano,K-8,private,95476
14037,Village,K-5,charter,95008
9044,Pleasant Hill Adventist Academy,K-12,private,94523
1,Alameda High School,9-12,public,94501
3294,Prunedale Elementary School,K-6,public,93907
13665,Independence School,K-12,public,95242
10386,Wilkinson School,K-8,private,94018
3530,Silverado Middle School,6-8,public,94558
8485,Alameda Christian School,K-8,private,94501
6976,Burlingame High School,9-12,public,94010
15337,The Carey School,K-5,private,94403
31550,Private Homeschool,K-4,private,95210
24821,Aspire Langston Hughes Academy,6-8 & ungraded,charter,95205
4666,Walnut Grove Elementary School,K-6,public,95690
481,Meadow Homes Elementary School,K-5,public,94520
24031,French Unlimited,7-12,private,95062
27218,Silicon Valley International School,PK-8,private,95130
31093,College Connection Academy,7-8,public,95122
6843,Brisbane Elementary School,K-5,public,94005
8548,Menlo School,6-12,private,94027
24189,Canyon Heights Academy,PK-8,private,95008
24381,Meher Schools,K-5,private,94549
6586,Glenwood Elementary School,K-8,public,95215
12374,Edge School,9-12,public,95126
9004,Cloverdale Seventh-Day Adventist,1-8,private,95425
222,Martin Luther King, Jr. Elementary School,K-5,public,94607
8135,St. Timothy School,K-8,private,94401
9265,San Francisco Waldorf School,PK-8 & ungraded,private,94115
5607,El Carmelo Elementary School,K-5,public,94306
5591,Glider Elementary School,K-6,public,95123
16601,Eagle Rock Academy,K-12,private,95336
486,Northgate High School,9-12,public,94598
3464,Del Mar Middle School,6-8,public,94920
25614,Gilroy Prep School,K-8,charter,95020
553,Sycamore Valley Elementary School,K-5,public,94506
12352,Roy A. Johnson High School,9-12,public,94546
25700,San Jose Intermediate,6-8,public,94949
17110,Central Community,9-12,public,94063
6597,Golden West Elementary School,K-8,public,95336
16956,Don Callejon School,K-8,public,95054
30742,Ring Mountain School,K-8,private,94941
16615,Victory Christian Academy,8-12,private,95376
25220,Cox Academy,K-5,charter,94603
15161,Bright Horizon Chinese School,K-5,private,94061
5369,Cesar Chavez Elementary School,K-5,public,95116
12496,Floyd I. Marchus School,K-12,public,94520
11860,Portola Elementary School,K-5,public,94066
9955,Casa Di Mir Montessori School,PK-8,private,95008
11423,International Bible Baptist Academy,K-7,private,94578
13634,Hidden Hills Elementary School,K-5,public,94583
5673,Leland High School,9-12,public,95120
6605,New Haven Elementary School,K-8,public,95336
16437,Tres Pinos Christian,1-12,private,95037
3451,Lu Sutton Elementary School,K-5,public,94947
23796,Matthew Thornton Academy,1-12,private,94517
5631,Juan Cabrillo Middle School,6-8,public,95051
5466,Yerba Buena High School,9-12,public,95122
12057,Excel High School,9-12,public,95376
8104,Mission Dolores Academy,K-8,private,94114
9166,Canterbury Elementary School,K-8,private,94806
12438,Lone Tree Elementary School,K-5,public,94531
482,Monte Gardens Elementary School,K-5,public,94519
6606,Nile Garden Elementary School,K-8,public,95337
6905,Lomita Park Elementary School,K-5,public,94066
487,Nueva Vista High (Continuation) School,9-12,public,94521
15813,Candell's College Preparatory School,K-12,private,94605
17365,Mt. Vernon Christian Academy,K-8,private,94014
6999,Alexander Valley Elementary School,K-6,public,95448
8113,St. Cecilia Elementary School,K-8,private,94116
7095,El Verano Elementary School,K-5,public,95476
3527,River Charter School,6-8,public,94558
9390,Sunrise Montessori Of Napa Valley,K-6,private,94558
8996,Galt Adventist Christian,K-8,private,95632
13612,Rainbow of Knowledge,PK-6,private,95032
31663,Altamont Elementary School,K-8,public,95391
6441,Taylor (Edward R.) Elementary School,K-5,public,94134
8433,Presentation Elementary School,K-8,private,95207
92,Steven Millard Elementary School,K-6,public,94538
5411,Campbell Middle School,5-8,public,95008
112,Cesar Chavez Middle School,7-8,public,94544
15166,Carden Elementary Encanto School,K-8,private,95062
532,Willow Cove Elementary School,K-5,public,94565
12232,Ingrid B. Lacy Middle School,6-8,public,94044
8306,St. Dominic,K-8,private,94510
16965,Adams (J. Douglas) Middle School,6-8,public,94513
26387,Bonnell Elementary School,K-5,private,94510
14387,Terman Middle School,6-8,public,94306
10802,Kids Connection School,K-5,private,94404
26344,Cornerstone Chinese Immersion School,K-1,private,94306
11849,Joe Serna Jr. Charter School,K-8,charter,95240
254,Roosevelt Middle School,6-8,public,94606
8142,St. Dunstan's Elementary School,K-8,private,94030
15011,Santa Clara County Rop-South School,10-12,public,95020
5654,Peter Burnett Middle School,6-8,public,95112
13049,Marin Christian Academy,K-8,private,94947
30974,Sequoia Academy,7-12,public,95062
13333,Wood Rose Academy,K-8,private,94518
459,Donald L. Rheem Elementary School,K-5,public,94556
27293,University Elementary At La Fiesta,K-2,public,94928
25008,John C. Kimball High School,9-12,public,95377
253,Redwood Heights Elementary School,K-5,public,94619
31563,Pacific Rim International School,K-12,private,94401
5496,Cupertino High School,9-12,public,95014
8790,Keys School,K-8,private,94306
5572,Robert Sanders Elementary School,K-5,public,95127
8160,Saint Hilary School,K-8,private,94920
15065,Sonoma County Rop School,10-12,public,95403
6436,Stevenson (Robert Louis) Elementary School,K-5,public,94116
6893,Sunset Ridge Elementary School,K-5,public,94044
23784,Selah Christian School,K-12,private,94550
31582,International School Of The Peninsula,K,private,94306
14328,Christa McAuliffe Middle School,7-8,public,95209
305,Royal Sunset (Continuation) School,7-12,public,94541
175,James A. Graham Elementary School,K-6,public,94560
57,Frederiksen Elementary School,K-5,public,94568
9820,North Valley School?Santa Rosa,1-12,private,95403
102,Vallejo Mill Elementary School,K-6,public,94536
7093,Creekside High School,9-12,public,95476
25172,Rocketship Si Se Puede Academy,K-5,charter,95116
9901,Stanbridge Academy,K-12 & ungraded,private,94401
5368,Sylvia Cassell Elementary School,K-5,public,95122
25348,Aspire Apex Academy,K-5,charter,95202
6397,Lowell High School,9-12,public,94132
26441,Lazear Charter Academy,K-8,charter,94601
7008,Johanna Echols-Hansen High (Continuation) School,9-12,public,95425
12638,KIPP Bayview Academy,5-8,charter,94124
15510,Fred Finch?Oakland Hills Academy,6-12,private,94602
9764,Meadows-Livingstone School,K-6,private,94110
3430,Dixie Elementary School,K-5,public,94903
6858,Pilarcitos Alternative High (Continuation) School,9-12,public,94019
31190,Eagle Creek,7-12,public,95425
14156,Ellerth E. Larson Elementary School,K-6,public,95242
6590,Waverly Elementary School,K-8,public,95215
8098,Epiphany Elementary School,K-8,private,94112
8935,Tabernacle Christian, Inc. School,PK-8,private,94521
26291,Krouzian Zekarian Armenian School,K-8,private,94132
8809,Maria Montessori School,K-5, 8,private,94127
17704,Hollister Dual Language Academy,K-6,public,95023
106,Washington High School,9-12,public,94536
10988,San Andreas High (Continuation) School,10-12,public,94939
49,Palomares Elementary School,K-5,public,94552
30983,Tamalpais Adult/Community Education,K-2,public,94939
31542,Shalom School Dba Bais Menacehm Yeshiva Day School,K-7,private,94121
416,Antioch Charter Academy,K-8,charter,94509
9569,Agnes Memorial Christian Academy,PK-12,private,94601
5417,Marshall Lane Elementary School,K-5,charter,95070
6404,Marshall (Thurgood) High School,9-12,public,94124
613,Stege Elementary School,K-6,public,94804
6417,O'connell (John) High School,9-12,public,94110
5599,Santa Teresa Elementary School,K-6,public,95119
11495,Sea Crest School,K-8,private,94019
6996,Sunshine Gardens Elementary School,K-5,public,94080
10021,Academy, The,K-5,private,94705
26395,Community of Grace PSP School,K-12,private,95407
169,Tom Kitayama Elementary School,K-5,public,94587
8129,St. Thomas The Apostle School,K-8,private,94121
616,Valley View Elementary School,K-6,public,94803
5772,Vine Hill Elementary School,K-5,public,95066
8227,St. Michael Elementary School,K-8,private,94550
539,Del Amigo High (Continuation) School,7-12,public,94526
31142,Peninsula High,9-12,public,94066
5543,Paradise Valley/Machado Elementary School,K-6,public,95037
7129,Apple Blossom School,K-5,public,95472
8428,St. Anne Elementary School,K-8,private,95240
3541,Saint Helena Elementary School,3-5,public,94574
26335,Alim Academy,1-12,private,95121
14144,Acalanes Center For Independent Study,9-12,public,94595
8102,St John S Elementary School,n/a,private,94131
525,Highlands Elementary School,K-5,public,94565
6756,John Finney High (Continuation) School,9-12,public,94589
16234,Blue Oak School,K-8,private,94559
11861,Tierra Linda Middle School,5-8,charter,94070
6543,Larsson (Sture) High (Continuation) School,9-12,public,95207
11867,Charter School Of Morgan Hill,K-8,charter,95037
6859,Crocker Middle School,6-8,public,94010
15088,St. John The Baptist Catholic,K-8,private,94559
26357,Monticello Academy,K,private,95051
6842,Sandpiper Elementary School,K-5,public,94065
15021,World Academy,K-5,charter,94601
16666,Glory of Learning,4-9,private,95124
9022,Hollister Sda Christian School,K-8,private,95023
5580,Los Altos High School,9-12,public,94022
31579,Delphi Academy Of Campbell,K-8,private,95008
8121,St. James School,K-8,private,94110
6659,Louis A. Bohn Elementary School,K-5,public,95376
9048,Rio Lindo Adventist Academy,9-12,private,95448
121,Hayward High School,9-12,public,94541
187,Edna Brewer Middle School,6-8,public,94610
27183,Discovery Charter Ii,K-8,charter,95117
419,Marsh Elementary School,K-5,public,94509
8664,Hillbrook School,PK-8,private,95032
531,Stoneman Elementary School,K-5,public,94565
10396,Children's Day School,PK-8,private,94110
26308,Bridgemont High School,9-12,private,94014
24825,Wccusd Community Day School Program,9-12,public,94801
5433,C. B. Eaton Elementary School,K-5,public,95014
