"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"29",94015,"STANDARD","Daly City","Broadmoor Vlg","","CA","San Mateo County","America/Los_Angeles","650,415",37.67,-122.47,NA,"US",0,49650,"",6,"CA",5,4360,740,3370,220,2690,12010,4270,587502,4040,483915,2890,2491,1590,5337,1470,3942,610,11054,0,1280,3842,420,9651,1010,39898,430,2907,690,14200,60,754,3550,487991,3550,106995,3430,27283,100,302,2960,14292,3550,43202,2750,45249,3060,8380,4360,425374,1800,2200,890,1097,460,232,70,30,0,0,0,0,0,0,170,403,4350,73860,4360,75806,1360,5516,2880,12698
"30",94015,"STANDARD","Daly City","Broadmoor Vlg","","CA","San Mateo County","America/Los_Angeles","650,415",37.67,-122.47,NA,"US",0,49650,"",6,"CA",1,9490,7120,1320,850,4990,11800,2520,119730,7090,89636,1820,1127,840,1446,730,864,1500,11810,0,630,-327,480,2929,1160,10481,730,5428,350,643,20,217,620,9237,620,10439,170,278,360,228,470,1488,610,2454,390,4458,370,488,4840,31020,1260,475,250,85,20,9,0,0,2370,3927,1850,3249,990,1159,0,0,4090,2827,5160,4539,1320,998,7350,10394
"31",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",3,890,440,370,60,610,1820,580,54898,670,36003,410,505,290,1552,260,853,170,3919,0,250,732,150,2163,210,5729,80,543,230,3506,40,544,420,26454,420,10000,280,918,130,144,360,1814,420,3009,300,4118,340,619,870,34074,320,358,190,274,0,0,0,0,0,0,0,0,60,73,0,0,810,4618,830,5261,270,810,560,1565
"32",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",6,950,120,800,20,700,2640,890,503199,870,335456,810,3408,660,18097,620,14549,270,13685,0,680,80178,150,9363,190,8455,50,351,130,2916,80,2208,940,500773,940,83578,930,38731,0,0,860,9533,940,49826,780,18907,860,5809,950,408515,400,2510,0,0,90,40,20,31,0,0,0,0,0,0,780,8091,950,105161,950,107254,500,8792,340,5786
"33",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",1,2290,1670,310,270,1370,3350,1140,29070,1740,22331,400,334,300,784,270,349,350,2912,0,250,61,130,784,220,1812,140,757,90,175,0,0,190,2573,190,3993,30,60,130,90,140,572,180,844,110,1211,120,113,1090,6459,270,98,100,32,0,0,0,0,450,919,360,802,430,565,0,0,870,579,1110,1011,340,294,1710,2552
"34",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",5,1350,290,970,70,870,3300,980,191735,1170,139430,950,1697,620,3714,570,2591,380,11502,30,590,2853,230,6301,350,14532,120,905,290,6339,40,816,1170,169192,1170,41904,1100,9542,70,181,1030,6985,1170,17133,930,16333,1010,3129,1340,136899,500,562,170,209,90,54,50,33,0,0,0,0,0,0,110,253,1330,24483,1340,26261,490,2834,780,3556
"35",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",4,660,250,370,40,440,1460,430,57645,530,38799,390,788,250,1169,230,730,150,4264,0,220,558,100,1740,180,6838,60,370,170,3450,0,0,460,40781,460,11275,400,1855,60,104,370,2085,460,4197,320,4500,370,755,660,38761,270,380,160,277,30,19,0,0,0,0,0,0,0,0,0,0,650,5660,650,6297,210,792,410,1401
"36",94019,"STANDARD","Half Moon Bay","","Princeton By The Sea","CA","San Mateo County","America/Los_Angeles","650,415",37.44,-122.41,NA,"US",0,12963,"",6,"CA",2,1460,740,470,220,960,3270,1350,52966,1170,39550,400,421,220,958,200,598,190,3461,30,200,216,130,1643,230,4308,120,974,240,1718,0,0,310,11794,310,7106,150,268,150,149,240,1159,300,1642,190,2555,230,419,1320,25403,530,432,350,314,50,21,0,0,200,380,160,316,320,516,0,0,1050,2698,1110,3232,270,510,1130,2644
"37",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",2,140,90,40,50,80,230,60,5275,100,3572,60,45,40,119,30,71,40,806,0,30,-14,0,0,40,472,0,0,30,192,20,411,60,1737,60,1011,30,45,30,34,40,154,60,228,40,451,30,29,140,2920,50,37,30,41,0,0,0,0,0,0,0,0,0,0,0,0,120,327,130,448,40,99,100,245
"38",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",1,190,160,0,0,70,200,40,2210,120,1511,50,14,40,105,40,46,40,294,0,30,-27,20,288,0,0,20,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,657,30,10,0,0,0,0,0,0,50,85,40,73,30,41,0,0,80,58,100,96,40,31,120,176
"39",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",3,110,60,40,0,60,190,40,6599,80,4512,50,42,40,193,30,117,30,648,0,40,-42,30,458,20,524,20,122,40,737,0,0,50,2817,50,1095,40,110,0,0,40,156,50,291,30,487,30,41,110,4295,30,34,0,0,30,12,0,0,0,0,0,0,0,0,0,0,100,603,110,711,30,96,80,180
"40",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",4,90,40,50,0,50,180,40,8116,80,5919,60,43,40,132,30,84,30,249,0,0,0,0,0,20,707,0,0,0,0,0,0,70,5734,70,1487,60,269,0,0,50,221,70,519,50,634,50,75,90,5662,30,34,30,43,0,0,0,0,0,0,0,0,0,0,0,0,90,870,90,924,30,123,60,193
"41",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",6,90,0,80,0,70,210,50,36429,80,21188,80,134,60,1250,60,763,30,1919,0,60,5949,0,0,20,819,0,0,0,0,0,0,90,35803,90,6545,90,2779,0,0,80,647,90,3454,70,1593,80,507,90,29055,40,172,0,0,0,0,0,0,0,0,0,0,0,0,80,718,90,7057,90,7284,50,745,30,276
"42",94020,"STANDARD","La Honda","","","CA","San Mateo County","America/Los_Angeles","650",37.28,-122.24,NA,"US",0,1307,"",6,"CA",5,170,70,110,0,100,360,80,23851,150,17611,120,172,80,637,70,356,50,1145,0,70,556,40,1053,40,1871,20,155,50,1035,0,0,150,21022,150,4477,140,1251,0,0,130,676,150,1978,110,1763,120,179,170,17730,60,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3222,170,3394,70,324,90,424
"43",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",1,40,30,0,0,0,30,0,417,30,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,20,16,0,0,30,18
"47",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",2,40,30,0,0,50,60,30,1650,20,1130,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,380,20,27,30,1074,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,30,158,0,0,40,102
"48",94021,"STANDARD","Loma Mar","","","CA","San Mateo County","America/Los_Angeles","650",37.27,-122.26,NA,"US",0,0,"",6,"CA",4,30,0,30,0,0,70,0,4467,20,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4585,40,960,30,239,0,0,30,149,40,424,0,0,0,0,30,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,635,30,685,0,0,0,0
"49",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",6,3610,360,3070,100,2610,10890,4220,4621614,2940,1939813,3380,63707,3130,308681,3030,246793,1040,153240,30,3210,1645799,730,59473,620,31543,140,943,670,17779,510,21407,3580,4606399,3580,768135,3490,394884,60,209,3270,76687,3570,480217,2480,68346,3310,148742,3600,3809120,2280,29602,0,0,360,173,130,787,0,0,0,0,0,0,2920,74978,3600,953580,3600,971465,1690,81192,1010,35011
"50",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",3,680,430,200,40,410,1070,190,42422,370,19336,470,1471,420,3843,390,2444,130,2796,0,370,1068,200,3751,220,5529,30,266,280,4363,40,663,360,22248,360,10637,190,821,140,168,270,2366,350,3773,150,2251,280,976,630,26474,240,168,50,67,30,15,0,0,0,0,0,0,0,0,0,0,590,3644,610,4070,240,573,330,879
"51",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",2,910,680,160,50,460,1180,170,33753,540,16893,530,1169,480,3412,440,2224,150,3262,0,430,1662,180,2381,190,2765,50,486,260,2258,0,0,330,12656,330,9984,140,623,160,138,240,1963,330,2778,130,2020,240,642,800,18348,300,197,50,38,0,0,0,0,20,27,0,0,50,55,0,0,710,2009,760,2506,270,533,510,1370
"52",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",5,1680,510,1060,90,1030,3710,980,243479,1060,120962,1430,5320,1270,20767,1190,14368,450,18386,0,1220,12174,540,20030,550,22290,80,704,650,15647,90,2248,1490,219148,1490,62762,1320,12918,160,380,1210,13979,1490,27786,860,16516,1290,6899,1650,165564,810,820,110,118,60,30,50,28,0,0,0,0,0,0,290,971,1600,29209,1620,31613,660,4050,750,5493
"53",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",1,1860,1640,150,50,970,1400,180,17678,1090,10757,810,835,890,2829,830,1902,240,1464,0,770,325,140,1112,180,1477,60,440,100,235,0,0,320,3997,320,7743,110,242,170,117,190,1544,300,2061,100,1599,170,218,930,5224,300,101,0,0,0,0,0,0,160,142,130,120,50,60,0,0,680,471,870,758,360,265,1010,1106
"54",94022,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,408",37.36,-122.14,NA,"US",0,17620,"",6,"CA",4,620,300,270,30,390,1100,220,54258,360,25471,450,1454,410,6004,380,3969,130,2406,0,370,2508,200,4979,200,6205,40,397,250,5255,0,0,460,40666,460,14612,340,1974,110,192,310,3455,460,5751,190,2948,370,1237,590,35177,250,230,60,80,0,0,0,0,0,0,0,0,30,39,0,0,560,5296,580,5830,230,766,300,1501
"55",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",2,910,640,200,50,450,1290,210,33506,560,18276,520,1255,430,3002,400,1939,170,2735,0,400,658,160,2113,200,3263,70,720,250,1994,0,0,300,11529,300,8875,120,528,150,173,240,2144,300,2932,150,2118,220,500,800,18048,280,182,60,40,30,15,20,7,40,50,20,28,40,58,0,0,720,1969,770,2425,230,396,560,1546
"56",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",4,660,290,320,30,380,1210,230,57887,360,25274,500,1525,450,4751,420,3227,140,3645,0,400,1688,230,5844,240,7387,40,316,300,5918,0,0,450,39682,450,12218,340,1852,100,151,340,2613,450,4754,220,3066,370,1139,650,39222,280,269,70,97,0,0,0,0,0,0,0,0,30,37,0,0,620,5760,640,6374,250,927,330,1389
"57",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",1,2200,1950,170,40,1000,1580,200,20259,1320,12570,910,840,980,2758,910,1796,250,1556,0,840,533,160,1209,220,1633,60,548,110,294,20,159,300,4069,300,7197,70,215,180,128,200,1321,280,1707,110,1756,170,300,1090,6075,300,103,0,0,0,0,0,0,200,169,140,132,50,54,20,30,820,530,1010,793,470,293,1240,1118
"58",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",6,4100,260,3690,110,2750,13340,5550,3454715,3600,1998295,3780,37997,3510,140160,3400,104515,1020,108803,0,3610,733345,640,44323,590,27493,180,1205,540,13699,460,15971,4070,3446406,4070,546956,4010,307641,50,180,3780,66226,4070,379636,3130,81354,3850,54881,4090,2854837,2430,22407,0,0,550,242,140,318,0,0,0,0,0,0,3420,56658,4080,779246,4090,793069,2080,62443,1250,26868
"59",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",5,1980,430,1420,100,1180,4750,1350,288346,1330,151623,1680,6091,1520,20011,1440,14550,520,18218,30,1440,9380,650,24117,630,26983,110,943,790,18946,120,2533,1720,255346,1720,68709,1560,14017,140,307,1490,15361,1720,30350,1060,19366,1540,6617,1950,199857,990,885,150,165,80,43,50,68,0,0,0,0,0,0,300,947,1920,34890,1940,37411,700,3981,1000,6389
"60",94024,"STANDARD","Los Altos","Los Altos Hills","","CA","Santa Clara County","America/Los_Angeles","650,916,408",37.34,-122.11,NA,"US",0,20665,"",6,"CA",3,780,490,230,50,400,1220,210,48703,460,25001,550,1132,480,4255,450,2652,120,2836,0,430,1322,210,4100,240,5724,40,296,300,4696,40,900,390,24243,390,10280,230,889,140,165,310,2236,380,3385,180,2686,310,882,740,31461,280,210,60,87,0,0,0,0,0,0,0,0,20,23,0,0,700,4367,720,4831,240,536,450,1280
"61",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",4,1510,800,570,110,820,2760,690,131133,1150,87433,950,1718,700,6226,660,4329,310,8027,0,620,2049,290,6618,310,9008,110,716,370,7013,50,733,990,86871,990,24409,830,4609,150,223,660,4574,990,9816,490,7422,750,2082,1480,92379,600,622,260,369,70,40,0,0,0,0,0,0,40,51,30,107,1440,14650,1470,15995,500,1707,900,3089
"62",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",3,2060,1260,560,200,1050,3580,970,127332,1620,90328,1070,1691,780,5349,730,3400,400,9045,0,690,1796,300,4670,340,8411,110,862,420,6201,50,530,830,52251,830,20135,590,2271,210,251,630,3758,830,7028,460,6326,680,1930,2020,85266,720,820,340,498,50,25,40,13,0,0,0,0,70,76,0,0,1920,12024,1960,13472,620,1583,1310,3662
"63",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",5,3490,1270,1970,220,1920,7540,2090,494591,2870,345997,2580,5498,2060,20858,1950,14550,870,32325,20,1950,13095,670,20184,710,27832,220,1597,710,16348,180,3351,2940,421967,2940,96275,2750,26747,170,349,2030,16829,2930,44999,1620,28556,2450,8963,3470,364231,1480,1304,340,379,250,135,70,27,0,0,0,0,0,0,390,945,3440,67533,3460,71970,1190,6839,2000,9960
"64",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",6,4820,620,3920,190,3390,14440,5700,5423971,4210,3281928,4400,56725,3910,186720,3790,138102,1390,184790,0,3980,1218903,750,48853,620,26739,230,1560,550,13383,700,29160,4770,5408459,4770,823902,4690,498679,60,207,4080,71780,4770,575755,3480,93821,4390,95430,4810,4548741,2890,23034,0,0,650,354,130,162,0,0,0,0,0,0,4000,70878,4810,1269530,4820,1291842,2370,63042,1490,56629
"65",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",2,2890,1810,600,410,1580,5170,1740,104844,2290,76906,1070,1445,750,3807,690,2614,450,8518,0,620,1136,240,2708,400,6514,190,1516,460,3297,40,531,690,25958,690,16292,300,852,360,350,530,2854,690,4206,400,5291,510,1091,2660,55599,1040,831,490,438,60,30,0,0,280,491,220,389,420,666,0,0,2240,6016,2370,7310,670,1184,2030,5053
"66",94025,"STANDARD","Menlo Park","W Menlo Park, West Menlo Park","","CA","San Mateo County","America/Los_Angeles","650,510,408,415",37.45,-122.17,NA,"US",0,32613,"",6,"CA",1,4290,3410,390,440,2370,5070,1430,48947,2830,32638,1230,1205,1190,3660,1100,2303,720,6586,0,990,190,280,1864,430,3506,220,1554,190,444,0,0,530,7268,530,11462,150,476,310,225,320,1816,510,2637,230,2883,340,518,1990,11974,580,211,120,37,0,0,0,0,820,1554,680,1298,570,735,0,0,1510,1059,2070,2030,740,555,2830,4463
"67",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",6,1430,170,1190,30,1260,4130,1520,4611248,1010,1333116,1360,100956,1300,258348,1250,196122,430,88945,0,1310,2299093,360,42882,290,13808,30,213,390,10496,250,11719,1420,4607590,1420,770572,1390,394987,20,83,1320,57458,1420,458847,850,26497,1340,181831,1420,3822694,980,21480,0,0,80,46,30,95,0,0,0,0,0,0,1140,70416,1420,903976,1420,919583,490,24860,340,35939
"68",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",1,700,640,40,30,430,460,50,6160,390,3808,270,311,400,1575,380,1184,60,535,0,320,212,20,106,40,378,30,287,30,140,0,0,120,1267,120,2656,60,165,50,33,50,661,110,992,30,444,50,85,370,2078,150,39,0,0,0,0,0,0,70,54,50,36,0,0,0,0,260,205,330,344,130,102,350,401
"69",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",2,270,210,40,0,160,350,50,10057,180,5839,150,357,150,1118,140,808,40,873,0,130,381,30,416,40,689,0,0,60,479,0,0,100,3482,100,2650,40,97,50,56,60,575,90,841,40,492,60,148,250,5819,90,74,30,33,0,0,0,0,0,0,0,0,40,46,0,0,220,624,230,750,70,132,160,359
"70",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",3,230,170,50,0,160,310,40,14153,150,7882,160,367,160,1919,150,1393,30,506,0,140,608,30,590,50,1027,0,0,70,1046,0,0,100,6168,100,3394,60,291,40,38,70,781,100,1130,30,539,60,282,220,9231,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1279,210,1397,80,187,120,312
"71",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",5,420,160,230,0,310,790,150,59204,220,23349,350,2478,320,8014,300,5783,110,5133,20,310,4915,150,5786,130,4430,0,0,190,4234,30,555,380,54641,380,20974,320,3134,50,125,310,4610,380,8433,190,4495,330,2371,390,36832,180,169,0,0,0,0,0,0,0,0,0,0,0,0,80,377,380,6569,390,7522,160,1102,170,1897
"72",94027,"STANDARD","Atherton","Menlo Park","","CA","San Mateo County","America/Los_Angeles","650",37.44,-122.2,NA,"US",0,6145,"",6,"CA",4,170,100,60,30,130,280,50,14978,90,6330,120,830,110,2132,110,1511,30,1173,0,110,664,40,803,50,1690,20,169,70,1418,0,0,130,11645,130,5628,90,612,40,53,90,977,130,1911,40,973,100,614,160,9180,70,46,30,26,0,0,0,0,0,0,0,0,0,0,0,0,150,1410,160,1602,60,270,70,394
"73",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",3,250,170,60,0,160,350,50,15534,120,6067,170,669,160,2247,160,1523,30,626,0,160,861,80,1650,90,2086,0,0,120,1813,0,0,150,9745,150,5700,80,262,70,75,100,921,150,1296,50,860,130,548,220,9068,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1214,210,1334,90,195,120,362
"74",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",2,330,240,70,40,200,470,100,12322,190,6066,170,339,180,1387,170,901,60,1154,0,170,410,60,666,70,1103,40,323,100,858,0,0,110,4405,110,3441,40,72,70,72,60,627,110,831,40,506,80,185,290,6635,110,76,40,39,0,0,0,0,0,0,0,0,40,56,0,0,250,732,270,910,100,202,180,345
"75",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",1,710,640,50,0,450,510,70,6866,360,3838,300,248,390,1363,360,917,80,330,0,340,359,50,373,80,707,0,0,40,109,0,0,140,1778,140,3251,50,87,70,54,60,506,130,746,30,739,60,79,370,2240,140,45,0,0,0,0,0,0,60,41,50,25,0,0,0,0,290,205,350,307,150,111,350,403
"76",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",5,570,190,340,20,400,1110,210,82347,320,32791,460,2276,450,9194,430,6386,160,6213,20,410,4236,240,8691,220,9376,20,147,280,6657,60,1104,520,75996,520,24214,450,4406,60,133,400,4047,520,9036,260,5620,460,2259,550,54545,270,202,0,0,0,0,0,0,0,0,0,0,0,0,90,324,540,9414,550,10200,210,1136,240,1739
"77",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",4,210,110,80,0,140,340,60,18106,110,7575,150,451,130,1839,130,1282,50,1307,0,130,728,80,1819,80,2691,0,0,100,1837,0,0,150,13233,150,4547,110,484,40,77,100,751,150,1389,60,905,120,422,200,11774,90,104,40,44,30,13,0,0,0,0,0,0,0,0,0,0,190,1723,190,1911,80,298,90,389
"78",94028,"STANDARD","Portola Valley","Menlo Park, Portola Vally","Menlo Pk","CA","San Mateo County","America/Los_Angeles","415,650",37.37,-122.21,NA,"US",0,6281,"",6,"CA",6,1380,170,1140,40,1130,3990,1480,2313285,1040,711059,1280,47804,1230,120308,1180,87059,460,74089,0,1240,1050587,350,39386,310,15856,40,338,350,9180,240,10962,1370,2310713,1370,390843,1340,190965,20,52,1280,29377,1370,223039,920,25762,1320,95711,1370,1909455,940,9294,0,0,110,68,70,159,0,0,0,0,0,0,1130,37308,1370,463772,1380,473834,610,35572,330,15123
"79",94030,"STANDARD","Millbrae","","","CA","San Mateo County","America/Los_Angeles","650,408",37.59,-122.4,NA,"US",0,18869,"",6,"CA",6,1160,110,1020,30,740,3430,1250,447613,1000,271809,1040,3831,870,10596,830,8161,260,21179,0,850,35089,190,7763,240,15639,90,654,190,4347,90,2786,1150,444098,1150,78375,1130,33915,0,0,990,9015,1150,43477,850,19134,1050,5374,1160,356115,580,2703,0,0,190,102,40,36,0,0,0,0,0,0,910,7405,1160,91556,1160,93867,590,11622,390,3475
"80",94030,"STANDARD","Millbrae","","","CA","San Mateo County","America/Los_Angeles","650,408",37.59,-122.4,NA,"US",0,18869,"",6,"CA",5,2290,450,1690,120,1420,6000,2020,320481,1870,223853,1770,4124,1230,7545,1150,5516,450,14274,0,1110,4517,370,8608,580,25290,190,1363,540,11306,60,1148,1900,270965,1900,62746,1800,15077,100,211,1580,10772,1890,26599,1390,24608,1620,4310,2280,230464,1070,1145,380,440,240,129,40,17,0,0,0,0,0,0,160,351,2270,40484,2280,42555,830,4342,1260,6175
"81",94030,"STANDARD","Millbrae","","","CA","San Mateo County","America/Los_Angeles","650,408",37.59,-122.4,NA,"US",0,18869,"",6,"CA",4,1110,400,590,90,700,2350,650,96661,860,66409,710,1391,490,2558,460,1727,200,4789,0,410,786,180,2664,300,9864,80,640,290,5279,0,0,700,61308,700,17538,590,3057,90,144,520,2932,700,6315,450,6940,550,1366,1100,65990,470,612,230,352,50,28,0,0,0,0,0,0,0,0,0,0,1080,9714,1090,10518,340,1049,690,2415
